brand,title,start_time,distance,volume,gear,tag,price
奥迪, A8L 2009款 A8L 2.8 FSI 标准型,2010年,16.33万公里,2.8升,自动,,15.69
大众, 捷达 2005款 CIF 伙伴,2006年,13万公里,1.6升,手动,,0.65
大众, 迈腾 2013款 2.0TSI 豪华型,2013年,4万公里,2.0升,自动,,12.98
奔驰, GL级 2008款 GL 450 4MATIC尊贵型,2008年,15万公里,4.7升,自动,,18.9
大众, 朗逸 2011款 1.6L 自动品雅版,2010年,7.8万公里,1.6升,自动,,4.68
日产, 途乐 2018款 4.0L 铂金型,2018年,1.5万公里,4.0升,自动,,44.8
铃木, 天语SX4两厢 2006款 1.6 手动,2006年,12万公里,1.6升,手动,,1.2
大众, 朗逸 2008款 1.6L 手动品悠版,2008年,11万公里,1.6升,手动,,1.5
保时捷, Macan 2018款 Macan Macan 2.0T,2019年,0.68万公里,2.0升,自动,,58.98
保时捷, 718 2016款 Boxster 2.0T,2017年,2万公里,2.0升,自动,,58.8
宝马, X5 2014款 xDrive35i 领先型,2014年,5.6万公里,3.0升,自动,,42.58
凯迪拉克, XTS 2018款 XTS 28T 技术型,2018年,1.22万公里,2.0升,自动,,18.08
林肯, MKX 2015款 2.7T 四驱尊耀版,2015年,3.5万公里,2.7升,自动,,24.77
铃木, 北斗星 2005款 1.4L 手动标准型,2007年,10万公里,1.4升,手动,,0.41
铃木, 雨燕 2005款 1.3L,2005年,12万公里,1.5升,手动,,1
奔驰, E级 2007款 E 200K 优雅型,2008年,10万公里,1.8升,自动,,6.25
大众, 途锐 2004款 3.2 手自一体 四驱标配版,2004年,10万公里,3.2升,自动,,6
路虎, 揽胜 2018款 3.0 V6 SC Vogue 传世加长版,2018年,2.48万公里,3.0升,自动,,132.8
大众, 捷达 2007款 CIX 伙伴豪华型,2007年,9.8万公里,1.6升,手动,,1
宾利, 欧陆 2016款 4.0T GT V8 S 标准版,2016年,2.9万公里,4.0升,自动,,172.8
别克, GL8 2013款 2.4L 经典版,2013年,10万公里,2.4升,自动,,8.6
奥迪, S5 2012款 S5 3.0T Sportback,2012年,6.5万公里,3.0升,自动,,20.98
大众, 迈腾 2008款 2.0TSI 自动舒适型,2008年,11万公里,2.0升,自动,,3.8
奥迪, A8L 2008款 A8L 3.2 FSI豪华型,2009年,14万公里,3.2升,自动,,18.3
大众, 高尔夫 2014款 1.4TSI 自动舒适型,2013年,3万公里,1.4升,自动,,8.68
奥迪, A3 2016款 Sportback 35 TFSI 风尚型,2016年,4.9万公里,1.4升,自动,,13.58
雪佛兰, 科鲁兹 2009款 1.6L SE MT,2009年,10万公里,1.6升,手动,,1.7
宝马, 2系 2018款 220i 运动设计套装,2018年,4万公里,1.5升,自动,,16.18
雪佛兰, 景程 2007款 2.0 自动 豪华版,2007年,8万公里,2.0升,自动,高配,1.8
标致, 3008 2015款 2.0L 手动潮流版,2016年,5万公里,2.0升,手动,,6.98
宝马, 2系 2016款 218i 时尚型,2017年,4万公里,1.5升,自动,,14.6
宝马, 4系 2014款 420i Gran Coupe 时尚型,2014年,6万公里,2.0升,自动,,23.58
丰田, 皇冠 1996款 3.0 自动,1996年,19万公里,3.0升,自动,高配,5.8
雪铁龙, 爱丽舍 2006款 1.4 手动,2006年,14万公里,1.4升,手动,,0.45
宝马, 5系 2006款 523Li 豪华型,2006年,9万公里,2.5升,自动,,5.98
奥迪, Q5 2017款 Q5 Plus 40 TFSI 进取型,2018年,2.5万公里,2.0升,自动,,27.98
吉利, 熊猫 2008款 1.3 自动,2008年,8万公里,1.3升,自动,高配,0.7
现代, 伊兰特 2008款 1.6 手动 导航版,2009年,8万公里,1.6升,手动,,1.8
捷豹, FType 2015款 3.0T 自动 V6 S,2015年,8万公里,3.0升,自动,,39.9
丰田, 普拉多 2014款 4.0L 自动TXL,2014年,10万公里,4.0升,自动,,41.0
现代, 伊兰特 2006款 1.6 手动 豪华型,2006年,15万公里,1.6升,手动,,1.3
